INCIDENT_ADDRESS,BOROUGH,COMMUNITY_BOARD,POLICE_PRECINCT,CITY_COUNCIL_DISTRICT,BBL,CREATED_DATE,STATUS,RESOLUTION_ACTION,CLOSED_DATE,X_COORDINATE,Y_COORDINATE,LATITUDE,LONGITUDE,ZIP_CODE,CENSUS_TRACT,BIN,NTA,LOCATION,Zip Codes,Community Districts,Borough Boundaries,City Council Districts,Police Precincts
19 PRINCE STREET,MANHATTAN,02 MANHATTAN,Precinct 5,01,1005080047,01/11/2018,Open,Site downloaded for cleaning,,985820,202615,40.722808,-73.994336,10012,  43  ,1007910,SoHo-TriBeCa-Civic Center-Little Italy,"(40.722808, -73.994336)",12075,57,4,32,2
187-72 HOLLIS AVENUE,QUEENS,12 QUEENS,Precinct 103,27,4103530210,12/19/2017,Open,Site downloaded for cleaning,,1048112,198014,40.709949,-73.769650,11423, 444  ,4220651,Jamaica,"(40.709949, -73.76965)",24332,41,3,6,61
87 LUDLOW STREET,MANHATTAN,03 MANHATTAN,Precinct 7,01,1004090022,11/06/2017,Open,Site downloaded for cleaning,,987213,200949,40.718235,-73.989311,10002,  18  ,1005291,Chinatown,"(40.718235, -73.989311)",11723,70,4,32,4
8503 BAY PARKWAY,BROOKLYN,11 BROOKLYN,Precinct 62,47,3063480006,11/13/2017,Open,Site downloaded for cleaning,,986113,158759,40.602433,-73.993291,11214, 296  ,3165913,Bensonhurst West,"(40.602433, -73.993291)",17616,1,2,45,37
117 STANTON STREET,MANHATTAN,03 MANHATTAN,Precinct 7,01,1004110054,12/17/2017,Open,Site downloaded for cleaning,,987832,201961,40.721013,-73.987078,10002,  3001,1083466,Chinatown,"(40.721013, -73.987078)",11723,70,4,32,4
1803 GRAVESEND NECK ROAD,BROOKLYN,15 BROOKLYN,Precinct 61,48,3073790071,03/09/2018,Open,Notice of Intent to Clean and Forever graffiti free form sent,,997366,156355,40.595825,-73.952772,11229, 592  ,3200934,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,"(40.595825, -73.952772)",13512,32,2,15,36
202 AVENUE A,MANHATTAN,03 MANHATTAN,Precinct 9,02,1004060005,12/18/2017,Open,Site downloaded for cleaning,,989505,205038,40.729457,-73.981040,10009,  34  ,1005200,East Village,"(40.729457, -73.98104)",11729,70,4,50,5
571 WEST  182 STREET,MANHATTAN,12 MANHATTAN,Precinct 34,10,1021540065,12/07/2017,Open,Site downloaded for cleaning,,1002890,248822,40.849615,-73.932625,10033, 269  ,1063670,Washington Heights North,"(40.849615, -73.932625)",13091,47,4,39,22
81 AVENUE A,MANHATTAN,03 MANHATTAN,Precinct 9,02,1004320034,12/18/2017,Open,Site downloaded for cleaning,,988610,203438,40.725066,-73.984270,10009,  32  ,1005767,East Village,"(40.725066, -73.98427)",11729,70,4,50,5
398 GRAHAM AVENUE,BROOKLYN,01 BROOKLYN,Precinct 94,34,3027500009,12/22/2017,Open,Site downloaded for cleaning,,999578,200337,40.716543,-73.944707,11211, 497  ,3068459,East Williamsburg,"(40.716543, -73.944707)",17613,36,2,30,57
2225 65 STREET,BROOKLYN,11 BROOKLYN,Precinct 62,44,3065530069,01/12/2018,Open,Site downloaded for cleaning,,989657,162720,40.613304,-73.980525,11204, 436  ,3172270,Bensonhurst East,"(40.613304, -73.980525)",16867,1,2,18,37
284 5 AVENUE,MANHATTAN,05 MANHATTAN,Precinct 14,04,1008320039,11/16/2017,Open,Site downloaded for cleaning,,988047,211091,40.746072,-73.986297,10001,  76  ,1015785,Midtown-Midtown South,"(40.746072, -73.986297)",11722,11,4,51,8
143-11 HILLSIDE AVENUE,QUEENS,08 QUEENS,Precinct 107,24,4097010035,12/07/2017,Open,Site downloaded for cleaning,,1036212,196160,40.704938,-73.812588,11435, 214  ,4207297,Briarwood-Jamaica Hills,"(40.704938, -73.812588)",24670,25,3,24,65
23 AVENUE D,MANHATTAN,03 MANHATTAN,Precinct 9,02,1003730040,12/18/2017,Open,Site downloaded for cleaning,,990296,201866,40.720750,-73.978189,10009,  2601,1004395,Lower East Side,"(40.72075, -73.978189)",11729,70,4,50,5
126 WINDSOR PLACE,BROOKLYN,07 BROOKLYN,Precinct 72,39,3011140001,12/30/2017,Open,Site downloaded for cleaning,,989587,179635,40.659732,-73.980764,11215, 169  ,3398624,Windsor Terrace,"(40.659732, -73.980764)",17617,9,2,27,45
41 MARKET STREET,MANHATTAN,03 MANHATTAN,Precinct 5,01,1002760028,12/15/2017,Open,Site downloaded for cleaning,,985814,198751,40.712202,-73.994358,10002,   8  ,1003306,Chinatown,"(40.712202, -73.994358)",11723,70,4,32,2
91-11 JAMAICA AVENUE,QUEENS,09 QUEENS,Precinct 102,32,4088700062,12/18/2017,Open,Site downloaded for cleaning,,1024818,191827,40.693105,-73.853709,11421,  14  ,4182108,Woodhaven,"(40.693105, -73.853709)",24017,46,3,41,60
33-19 30 AVENUE,QUEENS,01 QUEENS,Precinct 114,22,4006270041,12/12/2017,Open,Site downloaded for cleaning,,1006535,218381,40.766054,-73.919550,11103,  6501,4009150,Astoria,"(40.766054, -73.91955)",16860,39,3,4,72
10 LUDLOW STREET,MANHATTAN,03 MANHATTAN,Precinct 7,01,1002970001,01/25/2018,Open,Site downloaded for cleaning,,986766,199792,40.715060,-73.990924,10002,  16  ,1003806,Chinatown,"(40.71506, -73.990924)",11723,70,4,32,4
615 CLINTON STREET,BROOKLYN,06 BROOKLYN,Precinct 76,38,3005620004,11/06/2017,Open,Site downloaded for cleaning,,983679,184932,40.674273,-74.002058,11231,  53  ,3008560,Carroll Gardens-Columbia Street-Red Hook,"(40.674273, -74.002058)",13514,14,2,7,48
92 92 ave,QUEENS,01 QUEENS,Unspecified,,,01/31/2018,Open,Property Research Required,,,,,,,,,,,,,,,
7 ADELPHI STREET,BROOKLYN,02 BROOKLYN,Precinct 88,35,3020320020,11/07/2017,Closed,Cleaning crew dispatched.  Property cleaned.,11/30/2017,991817,193403,40.697520,-73.972711,11205, 211  ,3058014,Fort Greene,"(40.69752, -73.972711)",17212,68,2,48,55
118-03 ATLANTIC AVENUE,QUEENS,09 QUEENS,Precinct 102,29,4093500039,11/16/2017,Open,Site downloaded for cleaning,,1031745,192120,40.693875,-73.828727,11418, 122  ,4196649,Richmond Hill,"(40.693875, -73.828727)",24014,46,3,28,60
69 1 AVENUE,MANHATTAN,03 MANHATTAN,Precinct 9,02,1004460035,11/16/2017,Open,Site downloaded for cleaning,,987878,203555,40.725388,-73.986911,10003,  38  ,1006217,East Village,"(40.725388, -73.986911)",11724,70,4,50,5
1539 DEAN STREET,BROOKLYN,08 BROOKLYN,Precinct 77,36,3013400054,02/21/2018,Open,Notice of Intent to Clean and Forever graffiti free form sent,,1001733,185634,40.676182,-73.936971,11213, 311  ,3035659,Crown Heights North,"(40.676182, -73.936971)",17615,16,2,49,49
19 WEST    9 STREET,BROOKLYN,06 BROOKLYN,Precinct 76,38,3005340041,01/17/2018,Open,Site downloaded for cleaning,,982622,185936,40.677028,-74.005869,11231,  59  ,3395393,Carroll Gardens-Columbia Street-Red Hook,"(40.677028, -74.005869)",13514,14,2,7,48
44-45 21 STREET,QUEENS,02 QUEENS,Precinct 108,26,4004380021,02/09/2018,Open,Notice of Intent to Clean and Forever graffiti free form sent,,998850,211877,40.748218,-73.947308,11101,  19  ,4005183,Hunters Point-Sunnyside-West Maspeth,"(40.748218, -73.947308)",16858,53,3,33,66
177-02 JAMAICA AVENUE,QUEENS,12 QUEENS,Precinct 103,27,4103160001,01/20/2018,Open,Site downloaded for cleaning,,1044208,197266,40.707924,-73.783738,11432, 444  ,4220019,Jamaica,"(40.707924, -73.783738)",24668,41,3,6,61
78-01 JAMAICA AVENUE,QUEENS,09 QUEENS,Precinct 102,30,4088420156,11/07/2017,Closed,Cleaning crew dispatched.  Property cleaned.,11/21/2017,1021944,191361,40.691839,-73.864075,11421,   2  ,4181094,Woodhaven,"(40.691839, -73.864075)",24017,46,3,34,60
196 ELIZABETH STREET,MANHATTAN,02 MANHATTAN,Precinct 5,01,1004920004,11/16/2017,Open,Site downloaded for cleaning,,985779,202265,40.721848,-73.994484,10012,  43  ,1007390,SoHo-TriBeCa-Civic Center-Little Italy,"(40.721848, -73.994484)",12075,57,4,32,2
newkirk avenue,BROOKLYN,01 BROOKLYN,Unspecified,,,01/30/2018,Open,Property Research Required,,,,,,,,,,,,,,,
59 walcott st,BROOKLYN,01 BROOKLYN,Unspecified,,,12/11/2017,Open,Property Research Required,,,,,,,,,,,,,,,
2221 65 STREET,BROOKLYN,11 BROOKLYN,Precinct 62,44,3065530071,01/12/2018,Open,Site downloaded for cleaning,,989566,162792,40.613502,-73.980853,11204, 436  ,3172271,Bensonhurst East,"(40.613502, -73.980853)",16867,1,2,18,37
7809 3 AVENUE,BROOKLYN,10 BROOKLYN,Precinct 68,43,3059690008,01/17/2018,Open,Site downloaded for cleaning,,976276,168491,40.629142,-74.028727,11209,  64  ,3150284,Bay Ridge,"(40.629142, -74.028727)",17216,10,2,44,41
341 PARKVILLE AVENUE,BROOKLYN,14 BROOKLYN,Precinct 70,40,3054250087,11/29/2017,Open,Site downloaded for cleaning,,993280,169879,40.632951,-73.967466,11230, 482  ,3128006,Flatbush,"(40.632951, -73.967466)",13513,60,2,11,43
90-20 CORONA AVENUE,QUEENS,04 QUEENS,Precinct 110,25,4018470047,12/12/2017,Open,Site downloaded for cleaning,,1019025,209579,40.741854,-73.874507,11373, 461  ,4045612,Elmhurst,"(40.741854, -73.874507)",14784,66,3,5,68
1099 CONEY ISLAND AVENUE,BROOKLYN,14 BROOKLYN,Precinct 70,45,3066860070,12/12/2017,Open,Site downloaded for cleaning,,993585,169084,40.630768,-73.966369,11230, 528  ,3178909,Flatbush,"(40.630768, -73.966369)",13513,60,2,26,43
75 STOCKHOLM STREET,BROOKLYN,04 BROOKLYN,Precinct 83,34,3032430056,03/13/2018,Open,Site to be cleaned.,,1004929,193157,40.696824,-73.925426,11221, 421  ,3073778,Bushwick South,"(40.696824, -73.925426)",18181,42,2,30,53
171-40 109 AVENUE,QUEENS,12 QUEENS,Precinct 103,27,4102620017,02/19/2018,Open,Notice of Intent to Clean and Forever graffiti free form sent,,1044345,193597,40.697852,-73.783277,11433, 414  ,4218723,South Jamaica,"(40.697852, -73.783277)",24668,41,3,6,61
151 LUDLOW STREET,MANHATTAN,03 MANHATTAN,Precinct 7,01,1004110023,01/25/2018,Open,Site downloaded for cleaning,,987578,201889,40.720815,-73.987994,10002,  3001,1005355,Chinatown,"(40.720815, -73.987994)",11723,70,4,32,4
37 AVENUE B,MANHATTAN,03 MANHATTAN,Precinct 9,02,1003860001,12/04/2017,Open,Site downloaded for cleaning,,988993,202598,40.722760,-73.982889,10009,  2601,1004610,Lower East Side,"(40.72276, -73.982889)",11729,70,4,50,5
318 FAILE STREET,BRONX,02 BRONX,Precinct 41,17,2027750038,01/03/2018,Open,Site downloaded for cleaning,,1016197,233440,40.807357,-73.884599,10474,  93  ,2006984,Hunts Point,"(40.807357, -73.884599)",12343,8,5,43,24
37-18 34 AVENUE,QUEENS,01 QUEENS,Precinct 114,26,4006450032,03/01/2018,Open,Site to be cleaned.,,1005792,215196,40.757314,-73.922243,11101,  57  ,4009657,Astoria,"(40.757314, -73.922243)",16858,39,3,33,72
133-06 ROCKAWAY BEACH BOULEVARD,QUEENS,14 QUEENS,Precinct 100,32,4162670042,12/30/2017,Open,Site downloaded for cleaning,,1025546,148652,40.574595,-73.851348,11694, 928  ,4305895,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel,"(40.574595, -73.851348)",20532,51,3,41,58
1703 MC DONALD AVENUE,BROOKLYN,12 BROOKLYN,Precinct 66,44,3066080001,02/19/2018,Open,Site downloaded for cleaning,,991634,161887,40.611016,-73.973405,11230, 438  ,3174699,Ocean Parkway South,"(40.611016, -73.973405)",13513,2,2,18,39
1174 LONGFELLOW AVENUE,BRONX,03 BRONX,Precinct 42,17,2027580014,11/17/2017,Open,Site downloaded for cleaning,,1015247,241026,40.828182,-73.887995,10459, 12101,2006308,Morrisania-Melrose,"(40.828182, -73.887995)",10937,34,5,43,25
7024 NEW UTRECHT AVENUE,BROOKLYN,11 BROOKLYN,Precinct 62,43,3061690030,01/30/2018,Open,Site downloaded for cleaning,,984557,164968,40.619476,-73.998894,11228, 190  ,3157170,Bensonhurst West,"(40.619476, -73.998894)",13511,1,2,44,37
541 KNICKERBOCKER AVENUE,BROOKLYN,04 BROOKLYN,Precinct 83,37,3033260001,02/08/2018,Open,Site downloaded for cleaning,,1007642,193325,40.697279,-73.915641,11221, 433  ,3076117,Bushwick North,"(40.697279, -73.915641)",13828,42,2,37,53
85 RIVINGTON STREET,MANHATTAN,03 MANHATTAN,Precinct 7,01,1004100011,11/21/2017,Open,Site downloaded for cleaning,,987299,201689,40.720266,-73.989001,10002,  18  ,1005309,Chinatown,"(40.720266, -73.989001)",11723,70,4,32,4
196 GRAHAM AVENUE,BROOKLYN,01 BROOKLYN,Precinct 90,34,3030440003,01/24/2018,Open,Site downloaded for cleaning,,999945,197426,40.708552,-73.943389,11206, 493  ,3070989,Bushwick South,"(40.708552, -73.943389)",17213,36,2,30,56
3748 3 AVENUE,BRONX,03 BRONX,Precinct 42,16,2029270003,01/31/2018,Open,Site to be cleaned.,,1011167,243929,40.836163,-73.902726,10456, 169  ,2088289,Claremont-Bathgate,"(40.836163, -73.902726)",10934,34,5,42,25
1802 KINGS HIGHWAY,BROOKLYN,15 BROOKLYN,Precinct 61,48,3067810066,01/31/2018,Open,Site to be cleaned.,,996621,161515,40.609989,-73.955445,11229, 552  ,3182496,Madison,"(40.609989, -73.955445)",13512,32,2,15,36
1174 CONEY ISLAND AVENUE,BROOKLYN,14 BROOKLYN,Precinct 70,45,3065130012,12/12/2017,Open,Site downloaded for cleaning,,993692,168438,40.628995,-73.965984,11230, 456  ,3170579,Midwood,"(40.628995, -73.965984)",13513,60,2,26,43
143-17 HILLSIDE AVENUE,QUEENS,08 QUEENS,Precinct 107,24,4097010031,11/27/2017,Closed,Cleaning crew dispatched.  Property cleaned.,02/28/2018,1036222,196164,40.704949,-73.812551,11435, 214  ,4207294,Briarwood-Jamaica Hills,"(40.704949, -73.812551)",24670,25,3,24,65
22 COMMERCE STREET,BROOKLYN,06 BROOKLYN,Precinct 76,38,3005120006,11/07/2017,Closed,Cleaning crew dispatched.  Property cleaned.,12/04/2017,982505,186848,40.679531,-74.006291,11231,  59  ,3008252,Carroll Gardens-Columbia Street-Red Hook,"(40.679531, -74.006291)",13514,14,2,7,48
2340 UNIVERSITY AVENUE,BRONX,07 BRONX,Precinct 52,14,2032120049,11/18/2017,Closed,Cleaning crew dispatched.  Property cleaned.,02/21/2018,1010215,253127,40.861412,-73.906131,10468, 253  ,2014607,Kingsbridge Heights,"(40.861412, -73.906131)",11606,24,5,29,34
2250 65 STREET,BROOKLYN,11 BROOKLYN,Precinct 62,44,3065790001,01/12/2018,Open,Site downloaded for cleaning,,989710,162671,40.613169,-73.980334,11204, 432  ,3173364,Bensonhurst East,"(40.613169, -73.980334)",16867,1,2,18,37
1185 GRANDCONCOURSE,BRONX,04 BRONX,Precinct 44,16,2024630053,12/26/2017,Open,Site downloaded for cleaning,,1006877,243131,40.833985,-73.918232,10452, 197  ,2002844,West Concourse,"(40.833985, -73.918232)",10934,50,5,42,27
216 CRESCENT STREET,BROOKLYN,05 BROOKLYN,Precinct 75,37,3041300057,11/16/2017,Open,Site downloaded for cleaning,,1019657,188541,40.684108,-73.872337,11208,117602,3092259,Cypress Hills-City Line,"(40.684108, -73.872337)",17215,45,2,37,47
2831 ATLANTIC AVENUE,BROOKLYN,05 BROOKLYN,Precinct 75,37,3039480037,11/16/2017,Open,Site downloaded for cleaning,,1014820,185842,40.676718,-73.889789,11207,1198  ,3401638,East New York,"(40.676718, -73.889789)",17214,45,2,37,47
10-17 44 AVENUE,QUEENS,02 QUEENS,Precinct 108,26,4004530001,11/22/2017,Open,Site downloaded for cleaning,,998060,212594,40.750187,-73.950157,11101,  19  ,4439570,Hunters Point-Sunnyside-West Maspeth,"(40.750187, -73.950157)",16858,53,3,33,66
2516 7 AVENUE,MANHATTAN,10 MANHATTAN,Precinct 32,09,1020310037,11/28/2017,Open,Site downloaded for cleaning,,1001206,238803,40.822119,-73.938737,10039, 232  ,1060486,Central Harlem North-Polo Grounds,"(40.822119, -73.938737)",13097,18,4,36,20
371 CANAL STREET,MANHATTAN,02 MANHATTAN,Precinct 1,01,1002280007,01/25/2018,Open,Site downloaded for cleaning,,983047,202013,40.721156,-74.004340,10013,  47  ,1079558,SoHo-TriBeCa-Civic Center-Little Italy,"(40.721156, -74.00434)",12076,57,4,32,1
1155 COMMERCE AVENUE,BRONX,09 BRONX,Precinct 43,13,2038400023,01/16/2018,Open,Site downloaded for cleaning,,1027756,242626,40.832521,-73.842785,10462,  96  ,2094891,Westchester-Unionport,"(40.832521, -73.842785)",11270,58,5,12,26
365 VAN BRUNT STREET,BROOKLYN,06 BROOKLYN,Precinct 76,38,3005870010,12/11/2017,Open,Site downloaded for cleaning,,980467,185821,40.676712,-74.013638,11231,  53  ,3008720,Carroll Gardens-Columbia Street-Red Hook,"(40.676712, -74.013638)",13514,14,2,7,48
412 59 STREET,BROOKLYN,07 BROOKLYN,Precinct 72,38,3008630012,02/20/2018,Open,Notice of Intent to Clean and Forever graffiti free form sent,,979467,172839,40.641079,-74.017234,11220,  74  ,3016265,Sunset Park West,"(40.641079, -74.017234)",18180,9,2,7,45
542 WEST   22 STREET,MANHATTAN,04 MANHATTAN,Precinct 10,03,1006930056,02/02/2018,Open,Site downloaded for cleaning,,982550,211660,40.747635,-74.006135,10011,  99  ,1012317,Hudson Yards-Chelsea-Flatiron-Union Square,"(40.747635, -74.006135)",12074,12,4,10,6
684 jamaica ave,QUEENS,01 QUEENS,Unspecified,,,12/18/2017,Open,Property Research Required,,,,,,,,,,,,,,,
47 PENNSYLVAN AVENUE,BROOKLYN,05 BROOKLYN,Precinct 75,37,3036700017,11/14/2017,Open,Site downloaded for cleaning,,1012788,185872,40.676807,-73.897115,11207,1198  ,3000000,East New York,"(40.676807, -73.897115)",17214,45,2,37,47
118 WEST   18 STREET,MANHATTAN,04 MANHATTAN,Precinct 13,03,1007930050,01/11/2018,Open,Site downloaded for cleaning,,985410,208947,40.740188,-73.995814,10011,  81  ,1014661,Hudson Yards-Chelsea-Flatiron-Union Square,"(40.740188, -73.995814)",12074,12,4,10,7
90-25A ELMHURST AVENUE,QUEENS,03 QUEENS,Precinct 115,21,4014780032,11/25/2017,Closed,Cleaning crew dispatched.  Property cleaned.,02/27/2018,1018582,212091,40.748751,-73.876093,11372, 275  ,4036366,Jackson Heights,"(40.748751, -73.876093)",14783,65,3,21,73
188 ORCHARD STREET,MANHATTAN,03 MANHATTAN,Precinct 7,01,1004120009,11/06/2017,Open,Site downloaded for cleaning,,987524,202346,40.722069,-73.988189,10002,  3001,1005392,Chinatown,"(40.722069, -73.988189)",11723,70,4,32,4
100 WEST   24 STREET,MANHATTAN,04 MANHATTAN,Precinct 13,03,1007990042,12/08/2017,Open,Site downloaded for cleaning,,986259,210241,40.743740,-73.992750,10011,  91  ,1014957,Hudson Yards-Chelsea-Flatiron-Union Square,"(40.74374, -73.99275)",12074,12,4,10,7
117-20 101 AVENUE,QUEENS,09 QUEENS,Precinct 102,28,4094850006,12/12/2017,Open,Site downloaded for cleaning,,1032105,190540,40.689536,-73.827440,11419, 106  ,4200470,South Ozone Park,"(40.689536, -73.82744)",24015,46,3,46,60
6024 4 AVENUE,BROOKLYN,07 BROOKLYN,Precinct 72,38,3057810041,02/06/2018,Open,Site downloaded for cleaning,,979080,172686,40.640659,-74.018629,11220,  72  ,3143388,Sunset Park West,"(40.640659, -74.018629)",18180,9,2,7,45
898 EAST  169 STREET,BRONX,02 BRONX,Precinct 41,17,2026920045,12/29/2017,Open,Site downloaded for cleaning,,1013173,240965,40.828022,-73.895490,10459, 131  ,2114213,Longwood,"(40.828022, -73.89549)",10937,8,5,43,24
2301 JEROME AVENUE,BRONX,07 BRONX,Precinct 52,14,2031980105,12/26/2017,Open,Site downloaded for cleaning,,1010960,252301,40.859143,-73.903441,10468, 239  ,2014286,Fordham South,"(40.859143, -73.903441)",11606,24,5,29,34
53 MERCER STREET,MANHATTAN,02 MANHATTAN,Precinct 1,01,1004740014,03/07/2018,Open,Notice of Intent to Clean and Forever graffiti free form sent,,983977,202252,40.721812,-74.000985,10013,  47  ,1007039,SoHo-TriBeCa-Civic Center-Little Italy,"(40.721812, -74.000985)",12076,57,4,32,1
108-17 JAMAICA AVENUE,QUEENS,09 QUEENS,Precinct 102,32,4092040047,11/16/2017,Closed,Cleaning crew dispatched.  Property cleaned.,03/01/2018,1028810,192765,40.695660,-73.839307,11418, 128  ,4192176,Richmond Hill,"(40.69566, -73.839307)",24014,46,3,41,60
2296 AMSTERDAM AVENUE,MANHATTAN,12 MANHATTAN,Precinct 33,10,1021300044,12/19/2017,Open,Site downloaded for cleaning,,1002421,246570,40.843434,-73.934326,10033, 261  ,1063136,Washington Heights South,"(40.843434, -73.934326)",13097,47,4,39,21
11 WEST    9 STREET,BROOKLYN,06 BROOKLYN,Precinct 76,38,3005340045,01/23/2018,Open,Site to be cleaned.,,982567,185957,40.677086,-74.006068,11231,  59  ,3000000,Carroll Gardens-Columbia Street-Red Hook,"(40.677086, -74.006068)",13514,14,2,7,48
31-72 STEINWAY AVENUE,QUEENS,01 QUEENS,Precinct 114,22,4006580070,12/12/2017,Open,Site downloaded for cleaning,,1006865,216091,40.759768,-73.918367,11103, 155  ,4010541,Astoria,"(40.759768, -73.918367)",16860,39,3,4,72
96 C AVENUE,MANHATTAN,03 MANHATTAN,Precinct 9,02,1003760004,12/07/2017,Open,Site downloaded for cleaning,,990049,202964,,,,,,,,,,,,
1279 st nicholas ave,QUEENS,01 QUEENS,Unspecified,,,12/07/2017,Open,Property Research Required,,,,,,,,,,,,,,,
113 ELDRIDGE STREET,MANHATTAN,03 MANHATTAN,Precinct 5,01,1004187501,12/18/2017,Open,Site downloaded for cleaning,,986485,200948,40.718233,-73.991937,10002,  18  ,1086185,Chinatown,"(40.718233, -73.991937)",11723,70,4,32,2
114-02 FARMERS BOULEVARD,QUEENS,12 QUEENS,Precinct 113,27,4103970025,12/07/2017,Open,Site downloaded for cleaning,,1050176,193622,40.697879,-73.762248,11412, 400  ,4536661,St. Albans,"(40.697879, -73.762248)",15312,41,3,6,71
120 WEST   17 STREET,MANHATTAN,04 MANHATTAN,Precinct 13,03,1007920049,12/15/2017,Open,Site downloaded for cleaning,,985280,208738,40.739614,-73.996283,10011,  81  ,1014586,Hudson Yards-Chelsea-Flatiron-Union Square,"(40.739614, -73.996283)",12074,12,4,10,7
2173 65 STREET,BROOKLYN,11 BROOKLYN,Precinct 62,47,3055500040,03/09/2018,Open,Site to be cleaned.,,989276,163012,40.614106,-73.981897,11204, 254  ,3133707,Bensonhurst West,"(40.614106, -73.981897)",16867,1,2,45,37
50-34 69 STREET,QUEENS,02 QUEENS,Precinct 108,30,4024250033,02/07/2018,Open,Notice of Intent to Clean and Forever graffiti free form sent,,1013073,207507,40.736189,-73.895995,11377, 243  ,4056148,Elmhurst-Maspeth,"(40.736189, -73.895995)",14787,53,3,34,66
147 WEST   83 STREET,MANHATTAN,07 MANHATTAN,Precinct 20,06,1012140014,11/24/2017,Open,Site downloaded for cleaning,,991187,225317,40.785117,-73.974950,10024, 169  ,1032115,Upper West Side,"(40.785117, -73.97495)",12421,20,4,19,12
948 JAMAICA AVENUE,BROOKLYN,05 BROOKLYN,Precinct 75,37,3041110046,11/07/2017,Open,Site downloaded for cleaning,,1020313,190959,40.690742,-73.869959,11208,118202,3091280,Cypress Hills-City Line,"(40.690742, -73.869959)",17215,45,2,37,47
144 4 AVENUE,BROOKLYN,06 BROOKLYN,Precinct 78,33,3004070036,11/22/2017,Open,Site downloaded for cleaning,,989454,187055,40.680098,-73.981238,11217, 127  ,3006479,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,"(40.680098, -73.981238)",17619,14,2,38,50
916 BROADWAY,BROOKLYN,03 BROOKLYN,Precinct 81,36,3015840020,12/15/2017,Open,Site downloaded for cleaning,,1001931,193409,40.697522,-73.936237,11206, 287  ,3259319,Stuyvesant Heights,"(40.697522, -73.936237)",17213,69,2,49,52
1194 BROADWAY,BROOKLYN,03 BROOKLYN,Precinct 81,41,3016130014,12/07/2017,Open,Site downloaded for cleaning,,1004442,191546,40.692404,-73.927187,11221, 387  ,3043691,Stuyvesant Heights,"(40.692404, -73.927187)",18181,69,2,17,52
